"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149"
"SRR5665024",0.0028446235388556,0,0.00230277365008644,0,0.00670699521655439,0.00256733104178447,0.00240184491629317,0.00115457074897751,0,0.00306881416803284,0.000371031784475344,0,0.00318056536170048,0.0120181037082566,0.00139132928943063,0.0116258485365508,0.00218810219846889,0,0.00323165399259576,0.0023126499628626,0.00521845269816624,0.00525989131485347,0,0.00761787466422369,0,0.00128282539032722,0.0659236862336946,0,0.00519997492212757,0.00578190066389484,0,0.0039191559857467,0.00729383566737089,0,0,0,0.00458733754404369,0.00180758387454662,0.0029124137045227,0.474187095375913,0.00468678387445014,0.00372659276694975,0.00185730645593467,0,0.00145861620364322,0.00489990002033903,0.00270971605302312,0.00436865357819578,0.000847658141612423,0.021066810602187,0.00160392826586383,0.00168305309031527,0.00709755525892719,0.000282662120234003,0.00134678335449327,0.0136180678070594,0.00199799117644255,0,0.00339819500067343,0.00301263103419146,0.00599909236587077,0,0.000612014686416116,0.00104818142288568,0.00391015909313602,0.00610220711632479,0,0.0232040971251337,0,0.00306550542893408,0.00207638002854001,0,0,0.00492620713774115,0.00156042790532127,0.00261988141466497,0.00793464446925764,0.00198591707520835,0.000596470996791529,0.00303540194069624,0,0,0.00189886178993528,0.0169202287628897,0.00421375380387879,0.00163531801561753,0.00581329523641595,0.00579527763325433,0.0014277146582114,0,0,0.00149426234032049,0,0,0.00717209976251318,0.00192002727562421,0,0.0071504028030986,0.00320059136847741,0,0.00154388946794931,0,0,0,0.0038011451934237,0.00758127202574415,0.000870413375002878,0.00204539028607365,0.00419997256860023,0.0200766725283295,0.00332286095553337,0,0.0027383899044049,0.00389974969062782,0,0,0,0.00549569499844427,0.00700245381496849,0.00207978866317798,0.0020611687413484,0,0.000569848246546493,0,0.00964521968436104,0.00222859979063485,0.00487413097419196,0.00409624607052238,0,0.00166204222186058,0.000713750115848989,0.000754320910617579,0.00322879416878032,0,0.00511133813033826,0.00450731457805139,0.00318085328184369,0.000904929369143127,0.00402350478208468,0.00578672331231414,0,0,0.00132598259341524,0.00922589192058226,0.00357092001006385,0.00660483296346018,0.00534319420484245,0,0.000583107840816698
"SRR5665025",0.00150571625141189,0.00321325804788904,0.00370425197210803,0.000507257986519515,0.000880241279021374,0.000955836809644791,0.0126239113461586,0.00564425018010102,0.000565977261351294,0.000530670810820584,0.0083320832034996,0.000541734340664417,0.00135949811238593,0.000690846758879737,0.00272721392957289,0.0336702645495977,0.0070918132675294,0.0057397664638074,0.000803306708783829,0.00326962868153874,0.00291959147608832,0.00100962698230621,0.00371057807879026,0.0409583156069032,0.000722452578108154,0.000601954010796881,0.00150180560140274,0.000633613307175576,0.0198006222195925,0.0100790450027424,0.000565557012917532,0.00047372681777137,0.00663754847194702,0.000629060635528086,0.023299358342267,0.000472476831677159,0.00338773501165654,0.000520878601663568,0.00665117462947693,0.00056216474017602,0.000642805903839085,0.0463953778285618,0.00317111381081706,0.00269838838984304,0.04109568778196,0.0165456389682583,0.000435842869350659,0.000838257772432036,0.013492940156128,0.118079210452081,0.000576896216272718,0.000662957384395064,0.000650789735529498,0.00112532349188306,0.000662840825634596,0.0153210814578001,0.00210763017780968,0.0021613955382962,0.00360277122478942,0.00080835320496843,0.000668735167389709,0.000842699272897302,0.00159970704433523,0.00102732680631314,0.00140965037894445,0.000868223335847104,0.000647646420826481,0.0568530991646311,0.000770426475325376,0.00273004528332203,0.00342594062948468,0.00481955668038104,0.000482251374707432,0.00820356002931653,0.000521321695546006,0.0140993781623124,0.0147557078168158,0.00257774471045426,0.00385770760913731,0.00502194963010759,0.0115679330533038,0.000562320440526503,0.00448073422269847,0.000559277929228066,0.0136556144404472,0.00184463272713765,0.000403498898847486,0.000806616913341441,0.00820241281061737,0.00353313639451462,0.000440591314351043,0.000776702491570992,0.000797305207612403,0.000509795996452706,0.00657826515383469,0.00104605416081168,0.0227268300085068,0.0169969663267251,0.0329668983468881,0.0269446481642375,0.00665306506410119,0.00041205880034401,0.0128414573807085,0.00644792026896619,0.000801939043914189,0.000871543202308368,0.00963306225298803,0.00823917976662073,0.000383747078127114,0.00115168743320945,0.0014958439974669,0.00178876034948525,0.00044491883823669,0.000716126400394134,0.000708735165527787,0.00255347279506654,0.000930807699630661,0.00301962470152899,0.000521253902906907,0.00237080113517227,0.0141664717706291,0.00332835794248661,0.000537842792255515,0.000390284489616561,0.000421453454603507,0.00419562358465622,0.00408836870315319,0.00701693973085526,0.0212414614420999,0.00297385921566943,0.0254378610948119,0.000513324644070027,0.00817357266255631,0.0068086506976998,0.00417024906795391,0.0217782737335526,0.00818338990551931,0.00124019252120328,0.00263535576606825,0.000640993671086951,0.0012328217184025,0.000430733794727533,0.000660702346463103,0.00955981479881199,0.00812645267380541,0.0021879630327536,0.00203447247089407,0.00132203742425291,0.00336343977196627
"SRR5665026",0.00795974521588208,0.0272464958968091,0.00101668564217547,0.00179687437184479,0.00042022220883424,0.000431950519035314,0.0146244738813964,0.000451452287002678,0.000321452786106747,0.00276650000164501,0.00434994220497691,0.000242986327049484,0.00123346124920334,0.000508969611445121,0.000438295735035956,0.00038921935457949,0.00178907933357813,0.000680211128921298,0.000436918995774124,0.00217941841706984,0.00948651063762651,0.000531995800675304,0.000567207822436391,0.01618378621649,0.000558992473287723,0.000335604016638891,0.00140566532253683,0.00182082819778819,0.0189642029294179,0.000887019949778957,0.000266908642295123,0.000342382886381875,0.00907380642432069,0.000335768216105885,0.00190697672594299,0.00024466420205432,0.000830049362037463,0.000315336994208651,0.000393980737488685,0.00034251384054861,0.000550989236895493,0.0838472967610839,0.000406386242419526,0.00244604184856337,0.00152240230957286,0.0785790481340761,0.0104972938689952,0.000583686042914967,0.0122687709472071,0.033003356494363,0.000379071212403544,0.000305927814075881,0.00047484468794821,0.000284672143181013,0.000670733659762807,0.0420594313610739,0.000872776661691953,0.00260155679230312,0.00109452107165007,0.000405383680977624,0.000368427896748304,0.000601451692841559,0.000532378156469492,0.000802308026144756,0.000527576435332884,0.000508691422894645,0.00192395771135068,0.0444227774449355,0.000638687665230453,0.0149254568040931,0.0202092223009404,0.000941484192092511,0.000153433058690231,0.000767033680502008,0.013420526898435,0.00148139450722849,0.0652949425017057,0.0024812309040924,0.00287080290938817,0.0132733023300151,0.000453784862611484,0.00439995585206633,0.00441464099000072,0.000328905396967876,0.0197779689944293,0.000504253766612497,0.00400624710777507,0.00119773276245462,0.00977759022968233,0.00188278060213907,0.0566726204397779,0.00056598066021326,0.000990304815725364,0.000540375203566666,0.0134383714077628,0.000578476564059102,0.00584644888566829,0.00388075356766056,0.00119131496932534,0.0222758277508698,0.000667155045464624,0.000163080927618131,0.0204479700389836,0.000343921731181322,0.000466420334387725,0.000509133464718584,0.0142773549532571,0.000980040152272712,0.0744689923903818,0.000506188380510845,0.00294044470922727,0.00164887061085721,0.000192211040081527,0.000354219243975936,0.00033442990780278,0.00138945011649533,0.000557029201134326,0.000691695584462106,0.000368054649445485,0.00644728155996071,0.00353876625997481,0.000667294165373226,0.00331180894345255,0.00624386373430096,0.000272652393696992,0.000838153580044242,0.00108070149627507,0.000628582640110953,0.00119525370420461,0.000177155700626061,0.00160769721076641,0.000328559390583204,0.00604130642031008,0.00032388034912605,0.00312465490071679,0.00817207219946677,0.00339797837449666,0.000557362019980965,0.00582239177229433,0.000579896739271553,0.00101351373231395,0.000217537655561988,0.000460408355200529,0.0305119613674737,0.0143190397779481,0.0281839635773251,0.00166681807410021,0.000473872253572644,0.00168674026312648
"SRR5665027",0.00128079746961102,0.00347893338176583,0.00214282110253945,0.0118761693029393,0.00133189659069377,0.000713919977661257,0.00112983407540132,0.000709034503526842,0.000776485727048759,0.000813603071404557,0.0135005118596387,0.000529694317306341,0.00136789334000324,0.000706333308380797,0.00323986869755594,0.00117566989784294,0.0022953183467659,0.00802821345253437,0.0133181087552766,0.00269492893445686,0.0188288434788445,0.0007337388893988,0.000395456926076458,0.0198638966601616,0.000774265984936279,0.000505430753845251,0.00380124909863269,0.0136055751195663,0.00124264030223759,0.00845228499108746,0.000544008715815742,0.00690618374654538,0.00537482749305136,0.000633495698792299,0.000812233168300495,0.000417157999779646,0.00101335249368067,0.000480504747775015,0.00145916744824648,0.000955850642038519,0.00114335720640617,0.0066868932972264,0.00284408667194274,0.0017611821640345,0.00372346014952012,0.00369014548401372,0.000828400483536084,0.000982197582908518,0.00487128063366733,0.164390606319303,0.000408253989458779,0.000847427741073505,0.0007512800867794,0.00230727653675172,0.00311830051918344,0.0348491838150431,0.00223361802949149,0.00632038500094859,0.00142225667401747,0.000830209741452829,0.000541586544293982,0.00265341610654054,0.00142974720742776,0.00104326981455593,0.00075830622416364,0.000718414483828107,0.000627471547643257,0.0625307442149745,0.000774828691066318,0.00536184656599764,0.0101203620572629,0.00605535012946597,0.00629844566104369,0.0153211545722269,0.000487267490920565,0.00741993483973337,0.0074778996548304,0.00352223012318095,0.00340535363027304,0.0203857066169313,0.0120510655779066,0.00313744390949592,0.00069690225128737,0.000504805158050953,0.011684085923679,0.00207155478567147,0.000592128609759643,0.00648908226272526,0.00602447504996647,0.00192664458167923,0.000359131289551593,0.00277884590723162,0.00115480249314503,0.000718052208311803,0.00817975163257664,0.00115206359232367,0.0331158802922734,0.00115728558305872,0.00192298391399173,0.0309183283899182,0.036836109571856,0.00106069323816184,0.037211664106705,0.000578344694842659,0.000710612646457448,0.00111263488016861,0.00171851525961897,0.000912545553261193,0.00040102487561056,0.00121322001022766,0.00282969978436426,0.00230683470446309,0.000853556987175407,0.000435748733117957,0.000632816631054001,0.00169432267806252,0.000812254135505803,0.00402805979665732,0.000688039902678024,0.00522970394655463,0.0200750266092567,0.00140674411518312,0.000418432851379249,0.000347495086307726,0.000956471256463249,0.00137041712858843,0.00154075073737594,0.0015999752850599,0.00282057040426707,0.000648982675609918,0.0055830748466199,0.00212514435351044,0.006934562290465,0.00189836585230443,0.0012154564764519,0.000419130545187138,0.00472131988426706,0.00131152748551596,0.000977124962015971,0.00358485303829034,0.0152799976257812,0.00040368145767981,0.00654810801455802,0.0308644810157918,0.0387916029220737,0.0114493275099901,0.0387154146561301,0.000929593437464061,0.0103073131529784
"SRR5665028",0.000438648466076611,0.000511561907732317,0.00042899329494457,0.000491269773777822,0.000673403605817704,0.0619769482829512,0.00076942786699901,0.00114789995698997,0.000446905547249739,0.000413181831010677,0.022873362269576,0.000593930576448438,0.00144008016841533,0.00533520967245159,0.00528723847422235,0.000386873893851917,0.00108279246182411,0.00213549863720497,0.000487608305096561,0.00281357774726459,0.00152174003365182,0.000453123021593564,0.000334889033438558,0.0166210559261308,0.000322002048884334,0.000568096518148,0.00147239638390908,0.000706185667394099,0.000562729643641651,0.0364850038029285,0.000219732655580642,0.00015573535586883,0.0482404687431813,0.000531223950002006,0.000560079308219479,0.000220259516590665,0.00714179716248459,0.00208729163279273,0.000356711691463669,0.000690175857089107,0.0469846112824002,0.000834856818848634,0.00887580683894102,0.000573784709986479,0.00107140212988426,0.00144005225667041,0.000461590342982641,0.0302580657492372,0.00237188919384443,0.0648606512815135,0.000290328055958477,0.00064285156420266,0.000382785213355968,0.000256086559984919,0.000313577303508027,0.0404510419234098,0.00254411809727086,0.000753822005099767,0.0283837292986285,0.000710603264606487,0.000376446220151101,0.00705855144781987,0.0191305860593899,0.000520540398099984,0.00387729077548108,0.000245661050616867,0.000220755377051486,0.0767881266475093,0.000434970763632894,0.00060600335013804,0.0321217898273421,0.00219374343876825,0.0122065584660639,0.00976770646033937,0.000288968286446202,0.00263063969532984,0.0074233824067528,0.000568072969342781,0.00363192243451575,0.0213852904472128,0.000726560152518405,0.000413493980238587,0.0125482673851602,0.000307650263770687,0.00812705334626318,0.00321756123078656,0.000612506861877067,0.000636829018888357,0.00232517729720633,0.00164261765762776,0.000229142154491947,0.000754234197958272,0.000592299578533057,0.000682702255969363,0.0271004644865594,0.0144443679718661,0.0143270874013514,0.00231443535336056,0.000555733601878031,0.0390561337265198,0.0191768604679998,0.000248992515066272,0.0560432278614035,0.000338748298362854,0.00337435780166457,0.000622074598672974,0.000650098805078161,0.000388000499533963,0.000179336852783146,0.000804587141788607,0.00161966073053817,0.00502681230967935,0.000254590501125386,0.000183545431653297,0.000581336460458289,0.000485859720081489,0.000589454537682198,0.000477019079792321,0.000152407322253616,0.00726134477153623,0.00897575456866345,0.004221846842114,0.000198131184286521,0.000220351193475012,0.000204059997682123,0.000515940100102914,0.00041968579153513,0.00253742429516731,0.00112736765460503,0.0189399406282449,0.00139562015256457,0.000131641956851347,0.00454665332210432,0.000342302936987726,0.00234734578097129,0.000626741328564256,0.00545692022180598,0.00220605401862663,0.00430404729102672,0.00656100277316357,0.00180702292643982,0.000308560583729464,0.00126170770855189,0.0236008307950768,0.0100046895186788,0.000932759484791659,0.000489235701139732,0.000427155919987784,0.00389280058784451
"SRR5665029",0.000366670724172422,0.000557457982882104,0.000363769713013261,0.000717095314790133,0.0333611259097195,0.00117470124706388,0.000391103857794389,0.000523380236841047,0.013944405206829,0.000329642226663552,0.00125914874560534,0.00132545817363473,0.000327363278062255,0.000637471210306671,0.000799755917862705,0.000297012640138547,0.000950647284761533,0.000162754548881412,0.000559682702736757,0.00130915653488146,0.000565853093331799,0.00202271983074826,8.106720458404e-05,0.00285529631845321,0.000326850272907332,0.000419328220159128,0.00188404789105257,0.000579786763137205,0.000407568382236788,0.0552354461863066,0.000296443248198068,0.000138818454516445,0.0254116592269324,0.000434622912031974,0.00142299981798288,0.000358011881881555,0.00122049433614954,0.000429501190105734,0.000324389311772011,0.000739751801582342,0.0187093149184075,0.00076980671581429,0.000614829590089673,0.000433313221394843,0.000551830534144947,0.000676839926872917,0.000455131034787158,0.00087928653936011,0.000851096345067769,0.000804658373012631,0.000281240088904287,0.00321370944458436,0.0239032969268578,0.000207553402641535,0.000351726669354213,0.0186706270111566,0.000787339787237182,0.000531417895683009,0.00639175151851476,0.00191530792169201,0.000396132520100719,0.00672326937803645,0.0022410436071503,0.000336936056209369,0.00253126957723411,0.000267971473073107,0.000214498904626535,0.101617023503652,0.000476740485590331,0.000496206220929093,0.00158388798694604,0.0002742318744867,0.000398312390248675,0.00189079793719669,0.000325042775030203,0.00543613327046537,0.00138217863974225,0.00087164805163739,0.00151521652219587,0.104137823870627,0.000779018943774291,0.000265681390335452,0.00116665634376423,0.000284188084443367,0.00203070533946766,0.00226988256203808,0.000321021823855883,0.000600950969456782,0.00202685370057249,0.00109526397067823,0.000494343585633623,0.00183507783078386,0.000399627852296179,0.000652289390844429,0.00918823283478224,0.000825811181726074,0.000376298633934748,0.000786042382623508,0.00166552219097441,0.0502447692379457,0.00161140875840234,0.0800915434495315,0.0251139849216903,0.000216860452585587,0.0044210572438022,0.00108465604916556,0.000476247345037457,0.00165377744582713,0.000346021150538426,0.00912954279133581,0.000760118661223352,0.000654448822130809,0.000128649647058114,0.00107213398894484,0.000411011818910493,0.000517236627328712,0.000156681202211286,0.000632386250658214,0.000325065696711952,0.00186821026811728,0.000618266994352105,0.00037968147141524,0.00561660280655374,0.000208351729745684,0.176881413669734,0.000640178534074145,0.000484252188267491,0.00334901049266395,0.077734677640634,0.00258789341728696,0.00241003839110901,0.000178379368659102,0.000749664118064125,0.000201025386923474,0.000653529851039144,0.000181142390087845,0.000507491944499682,0.000984768308355222,0.000425497274279786,0.0379609598680912,0.00115449287268628,0.00115744376364802,0.000429046468595079,0.00214667291280639,0.00267924856556346,0.00078917759631482,0.000389430883419266,0.000480177390901146,0.00141330014762171
"SRR5665030",0.13576703131834,0.00157291621607802,0.00624117286906314,0.00624750949885363,0.0015916649706371,0.000981563234658035,0.00107275499030059,0.00158928014488994,0.00179585586417872,0.00589854815936869,0.0167241763719164,0.00105127427214451,0.00177429009086121,0.00102860715468291,0.00135085002211762,0.0008677571475232,0.00230719994471541,0.00575146291064413,0.000823303416557903,0.00196754740144659,0.0433975621471649,0.00133185720232341,0.00049052719566301,0.0213627035656493,0.00126675981305433,0.00106247686818432,0.00797497376883233,0.00673378434264017,0.00111088416397995,0.0200958038738276,0.00151775155364092,0.000611795358024604,0.00641367660637143,0.000997253309621057,0.00661313739934168,0.000719403546098348,0.00181935274311847,0.00087267229431209,0.000689403727536788,0.00100912728917232,0.00120188718239313,0.00328087005409527,0.00151832639580297,0.00266565064797921,0.00130088480300288,0.00431814744714518,0.00113942469900355,0.00157651102454143,0.0181077186597996,0.00102286533361507,0.00105771067649722,0.000694042694915881,0.00116927855842919,0.000571538836524819,0.00186624471066982,0.0564007686413184,0.0010769818856689,0.00417900101631656,0.0021208535100862,0.00137913996689798,0.000977913903701459,0.00113552640040189,0.0015631411327072,0.00253020142397681,0.00097229098621609,0.00120543010978536,0.000958553985821929,0.0462421294489881,0.000765310658095898,0.0054347577080334,0.00220186479955391,0.00531242613233553,0.000642690208036892,0.00983167084997864,0.00104108995135059,0.00256093175274356,0.00646271200233264,0.0149577383879956,0.00360196270163953,0.00353134859283768,0.00142655049035033,0.00635943500265485,0.0021038135554796,0.000748810183093442,0.0371213525381001,0.00194025403839282,0.000526027701856457,0.00376847128291754,0.0692242563629441,0.00946635216756884,0.00100822476852922,0.00248901348539954,0.000992848848093642,0.00101917871880163,0.00212067264775881,0.00107828950262067,0.00111529476081159,0.00162031038519619,0.00171875212196829,0.0281236846204214,0.00101943672415232,0.000415827052223983,0.0350054580424321,0.00099778098091072,0.000909105456668449,0.00605482279535626,0.00159978668102975,0.00133897130720462,0.000773531883370799,0.00118848169551427,0.0110954760554846,0.00439346225422103,0.000684860045921508,0.000875019077467866,0.000801991274242067,0.00172664092617673,0.00132669378171672,0.00173739520812376,0.000652483959013936,0.0149137378055047,0.000892950234442932,0.00321127365995658,0.00328518392332419,0.000679613455656612,0.00120919615289096,0.00165479644980372,0.00142076181335187,0.00185540863414306,0.000983748347495457,0.0511698052278975,0.000938015621917671,0.0156089724228981,0.00143894531413545,0.000689257717335176,0.000807256771749673,0.000722749368745328,0.00885989257630884,0.0017717339131571,0.000682729369284154,0.000720984389414345,0.00178243660145719,0.000433663528684982,0.0048189797000028,0.0143916702429387,0.0394186288574061,0.0203381155377447,0.000988895379760588,0.00123066595866387,0.015437901990966
"SRR5665031",0.000236489615536795,0.000157088154157854,0.00013548806263684,0.00100705343755339,0.0495739107997095,0.000496393334790403,0.00166452563868832,0.000402324097572398,0.000543764169619612,0.000191930751099206,0.000833954461945585,0.000306684822837204,0.00012377995869272,0.000443284343574041,0.000265189287837144,0.000184870223207256,0.000403621036118038,5.16427393176027e-05,0.000184643854786383,0.000652936708117895,0.000293678503658958,9.13626540590858e-05,5.27900334771951e-05,0.00043891243063035,0.000234448588999202,0.000302204541468358,0.563241788213754,0.00128940731397142,0.00069654662072245,0.0405562322204539,0.000665554831501452,8.86104954212566e-05,0.00151741308407913,0.00025779358883778,0.00023316504685916,5.03652076272341e-05,0.0030913347253807,0.000224336101730101,0.00019646279848453,0.00420362801433347,0.000560067026824468,0.000562337465290089,0.000428583089761228,0.00015864139911523,0.00032608511422172,0.000909625182889921,0.000287780655479742,0.000866015379926473,0.000158503230054024,0.000447943038449588,0.000156404434425896,7.02174672682021e-05,0.000213071173970853,0.000293002562094185,0.000200959271720708,0.0146938362538347,0.000143619794835505,0.000666363393609041,0.000780859541860418,0.00713084911330989,0.000263455486920072,0.000442250429630653,0.000511045461985502,0.000145832001282954,0.000121514078097117,0.000258771669753498,0.00012003764284063,0.0255674773469959,0.000165454076712867,0.00034222123829104,0.00115549124719382,5.71464772723723e-05,0.000119098389522974,0.00571466882720426,0.000198500171099176,0.000647481392759359,0.000434440058147297,0.00389634682536073,0.00060885393258636,0.00122489728594242,0.000525495678744213,0.000225982360535177,0.000326177842986789,0.000160984297820436,0.038309634856285,0.000544274065935955,0.00017740394504523,0.0315252024533012,0.00367686888438564,0.000626901770990015,0.000109423567288118,0.0322132449441574,0.00012816912338577,0.000465453678682366,0.0348941015091502,0.000635415814943383,0.000258948626863401,0.000130653913116231,0.000136692115721725,0.0142013254820456,0.000361020580900891,4.25171406101541e-05,0.00157337538486646,6.76891080178444e-05,0.000145950044626079,0.054508545237895,9.51113530932058e-05,0.000123393064692697,0.000117185380143056,0.000314419970206637,0.000400052184744863,0.000543061813490311,0.000122380136954486,0.00013257832008895,0.000113268157857967,0.000114713900115946,0.000137101258294496,0.000342434871893356,0.000159051519045438,0.000843842037510491,0.000272544169932672,0.000254333203044788,0.000273236542896295,0.000159021088201284,0.00449877209222422,0.000117322650596783,0.000164139883721389,0.000554596768174243,0.000493887881653025,0.000112555122640697,0.000172698372690462,7.80175024103754e-05,0.00050950500502869,0.000251295399811861,0.000316745548479133,7.9791141747026e-05,0.00234714514157145,0.000618953678038607,0.00010344425427848,0.0170288509813222,0.00180699141475443,6.14088186146753e-05,0.000178596090309841,0.00173223074466655,0.000794761190428878,0.000327199138880475,0.00027830175369986,0.000124639968163747,0.000123608913797035
"SRR5665032",0.000736069982043287,0.000277887934481655,0.00045381890615092,0.000751671622211747,0.0014572347274509,0.00261134737487437,0.000669533921003957,0.000830081047549797,0.000738566273681683,0.00080136110253853,0.00162534852101093,0.00158502841601255,0.000189012159982471,0.00317298934015976,0.000623003111468389,0.00062823908327569,0.000276181540282895,0.00047170911813281,0.000676485057814638,0.00799188817734694,0.00106901240781861,0.000378686554260717,0.000366402436591273,0.00118332336505215,0.000446891251090165,0.00191518498688103,0.02804186195441,0.0015178526432537,0.00138590926185022,0.00175995812523535,0.000292073566949638,0.000286433995995131,0.0207490695520254,0.0016803057672273,0.000753125504480609,0.000144777096529985,0.124360876867594,0.000605608234061522,0.000545699520062081,0.0262894146464609,0.0042879231347846,0.000289780984898962,0.000655610113796443,0.000405158161333625,0.00087976663807413,0.000434000074893195,0.000943335804554215,0.0054805451722059,0.000471692452479789,0.00125141239323673,0.000432824035155761,0.000189857780768452,0.00116617401390001,0.000361519785568868,0.000414142124427359,0.00216829838025843,0.000241385471571595,0.000476785209490144,0.0013751975832636,0.00258515932341071,0.00053194397427892,0.00339243040044087,0.00124668882446995,0.000398506369919736,0.000426738802326222,0.000416387941641704,0.000315746769554837,0.300536793056205,0.000282770643491897,0.00065669650004343,0.00487554556526571,0.000266248442569824,0.000302627784325451,0.00175630636469604,0.00050322891957537,0.000995259174989758,0.000533493245306575,0.000371218091964216,0.00252505681371609,0.00133523402562543,0.000827744455070649,0.000645764734453441,0.00136940557414321,0.000559500789939636,0.000458140057987854,0.0435702073152328,0.000214034229074763,0.0018720150546739,0.00112517834043324,0.00070418065255476,0.00121704610095585,0.000614564719642897,0.000227957460164151,0.00236154436721266,0.0317953849168873,0.00106024099600541,0.000750629847201039,0.000318214801658731,0.00030040798214787,0.134439771370312,0.00173987342628698,6.42243219964063e-05,0.0209488169666846,0.00335508390487994,0.000282626891772558,0.00142813711353862,0.000381442602661539,0.000238095892128228,0.000567572800450409,0.00106250587920561,0.000407678748238319,0.000888718449094456,0.000592290399217157,0.000439770590579002,0.000379433191991558,0.000275736704186116,0.000232341923334657,0.00060556506412999,0.00143907954920147,0.0157925920486965,0.000834654275471201,0.000856448019690052,0.000425129641100754,0.00190123441753398,0.00265478550065821,0.000361460046835541,0.000330726386333097,0.00386122488371056,0.0030330906997546,0.000368542656976743,0.000254816199627143,0.000224956826826741,0.00176184901630438,0.000356659433812951,0.000220079418691881,0.000298753017966038,0.00130922138942412,0.00101492316454374,0.000109973516011116,0.103047728188949,0.00245290661335661,0.000202007865653308,0.00278820278366962,0.00191834198628728,0.00357944326995657,0.001937688756741,0.00127594522655961,0.000204152734701897,0.000342118325042503
"SRR5665033",0.00558251401608856,0.00049556167346825,0.00370482576775193,0.010486250511427,0.000709177608895363,0.000475847822515892,0.000234271909796816,0.000520130477675768,0.000772791507686681,0.000392810942540481,0.000999295963459958,0.000825823528250922,0.0100265029327858,0.000491760344054315,0.000526364342028015,0.000289216361263626,0.000539662141659224,0.00032251312511654,0.00027009821629776,0.000761974381705874,0.00516633910951869,0.000270933753473035,0.000219877952162755,0.000703822322514106,0.000429057089619022,0.000495863811122821,0.0312927998761693,0.011582865379323,0.000362538287831647,0.0548559087448586,0.000282494624715627,0.000132785896882071,0.0044284695999837,0.000487895019611887,0.000335889851337796,0.000183539015055262,0.00359106612920461,0.000293468561711993,0.000844383694730636,0.00136167565148239,0.000464579270041902,0.00508539747155844,0.0027537906483151,0.00105658791451351,0.000429043203774127,0.000366532305364072,0.000223244998520027,0.000579572480781203,0.000306863714416748,0.000401668352427615,0.000270520646439669,0.000246266024973724,0.000420589676250293,0.000367316631292417,0.000535025518432974,0.0127437473253532,0.00020825537390129,0.00573840839634366,0.000895270630323971,0.000507505638622531,0.000374221482594492,0.00045766664102657,0.000658617143439741,0.000682326892513563,0.000251639370055578,0.000209737290193645,0.00135187923567138,0.275295974504801,0.000129636259427353,0.000655475188295271,0.00320237205945923,0.000369032981866963,0.000149059437183124,0.0105647864261337,0.000378778501878024,0.000553055358627766,0.029088745912895,0.00600427259038203,0.00168300700870321,0.0655234488087636,0.000730414966449799,0.000822241884161426,0.00220416364388088,0.000220297688003881,0.0301294815967485,0.00128088616521992,0.000413452334644041,0.00551972033572065,0.00596227087938723,0.000999976943387586,0.022010445147066,0.00042906539494253,0.000225577127472533,0.000497871363505423,0.000968988490230964,0.000887290223561247,0.000270036478582202,0.000298593025617536,0.000474885578166339,0.151350316127847,0.000645231380810811,0.000160391248690337,0.0274141585706342,0.000253040448929186,0.000235550838891435,0.0141993575554656,0.000337633349664949,0.000294938906941717,0.029954400031151,0.000476801900474088,0.00302458321803898,0.00850390029031921,0.000708021513841126,0.000232985768615971,0.000211288088494774,0.000238331447944529,0.0117675711643964,0.000727943057561132,0.000141186115603692,0.0115098615959927,0.000296491404764722,0.000320541918527387,0.0018705404140351,0.00247000414322125,0.00182532667168151,0.000259982715131519,0.000336428544150236,0.00191729867238302,0.00201857497696695,0.00073843981319869,0.000184254820001477,0.00016251134531859,0.00406808910537038,0.000958822687945867,0.000182277082175538,0.00146241768675508,0.000974195885046003,0.00103017722712039,0.000215468585340549,0.0141143834559682,0.000591521821310233,0.000174979572944317,0.00053769725131342,0.00322526552150143,0.0268940212678958,0.000504836888014473,0.000336237676946925,0.000350016564436518,0.00831305713214187
